,venue_name,id,created_at,text
1375,TAB Fitness,4f5a39dfe4b0519c5426461a,2012-03-09T17:11:59.000Z,Don't forget your yoga mat!
1376,Yoga Grove,566f2ec4498ed236df3766a7,2015-12-14T21:04:04.000Z,Leslie Buback moved her business here in Sept. Found her through ClassPass. #Restorative #yoga was better than a #spa massage. Delicious.
1377,Kingswood Gym,4d4b5b301b6ea093b64ba4d9,2011-02-04T01:49:36.000Z,Get Jacked
1378,Think Fitness,5572fc7f498e87517881004c,2015-06-06T13:58:23.000Z,"This place has everything you need to get put back together after a workout. Shampoo, conditioner, body wash, free towels, toothpaste, mouthwash, shaving cream, makeup pads, hair dryer/straightener."
1379,Think Fitness,545a1129498eb7e9a050ce2d,2014-11-05T11:59:37.000Z,Kickboxing... a great way to start the day!
1380,Think Fitness,4ba7b24770c603bb014995b4,2010-03-22T18:09:11.000Z,Excellent personal training studio!
1381,Gotta Dance,51dad73b498ef5833958d010,2013-07-08T15:14:03.000Z,Great studio but the rooms are suppper hot. Need an a/c system or fan.
1382,Gotta Dance,4fcab522e4b0a6e714cc97e1,2012-06-03T00:51:46.000Z,Ask for extra cheese!
1383,Gotta Dance,4fa46a3ee4b017e938388487,2012-05-04T23:46:06.000Z,The pizza is great
1384,Power Yoga Canada Etobicoke,4f067e7a4690081b3413a451,2012-01-06T04:54:18.000Z,All the classes are really fun and the instructors are wonderful! I particularly enjoy Leandra's Jam class on Friday nights!
1385,Power Yoga Canada Etobicoke,500e08c5e4b0124866452924,2012-07-24T02:30:29.000Z,Make sure to try Leandra's classes! Their amazing!
1386,Power Yoga Canada Etobicoke,51b62153498e71ddfeda951c,2013-06-10T18:56:19.000Z,Love Susan's Monday class! Great way to start the week!
1387,Power Yoga Canada Etobicoke,4e41cdf11495179c01481961,2011-08-10T00:16:49.000Z,Leandra's class rocks!
1388,Norseman Community School and Indoor Pool,52daaecc498e8db7374cc49e,2014-01-18T16:41:48.000Z,Excellent pool. Very warm in the winter
1397,Iloft at Mystic Pointe,5b5fcddcf870fd002c5e41d0,2018-07-31T02:47:56.000Z,"So close to Toronto,high Park a lot of places to explore here. The amenities here like the pool sauna and barbecue areas and delivery to apartment very convenient. I love it here very quiet"
1398,Iloft at Mystic Pointe,4f89b628e4b01f95a32a616e,2012-04-14T17:38:48.000Z,Come to my open house and mention this ad... Get a Starbucks gift card!
1399,Iloft at Mystic Pointe,5040b587e4b0068b1ff44a67,2012-08-31T13:00:55.000Z,Looking to Sell or Buy visit www.robertbarkin.com and contact me today!
1403,Sean Boutilier Academy of Dance,4e8634b16da1871fa0afea82,2011-09-30T21:29:21.000Z,Crowds in the waiting area are a nightmare. Best to take a walk to Tim Hortons or Costco.
1405,F45 Training,5a9d8334646e384f7719ab51,2018-03-05T17:49:40.000Z,"Awesome High Intensity workouts, super motivating coaches, great space and equipment. Positive team vibes."
1411,Moksha Yoga Etobicoke Inc,549ae8b2498e71a1c939ecac,2014-12-24T16:24:18.000Z,"It's nice to have new instructors even though some people may be ""seasoned"" or been in the business a long time, I actually like the supply teachers or new instructors better than the regular staff!"
1412,Moksha Yoga Etobicoke Inc,518e8dcb498e50196bcbd6f7,2013-05-11T18:28:27.000Z,"Amazing staff. You'll love the ultra quiet, dark downstairs studio. Perfect place for reflecting inwards ;-)"
1413,Moksha Yoga Etobicoke Inc,4fae7e3ee4b085f6b2a5c526,2012-05-12T15:14:06.000Z,Between May 8-14 you can bring a friend for FREE for ' Be Accessible' week during the Living Your Moksha challenge!!! YAY!!!
1414,Moksha Yoga Etobicoke Inc,4fb4662de4b06449f8ff1737,2012-05-17T02:45:01.000Z,"This week for the LYM challenge, the focus is LIVE GREEN - try reducing energy consumption, reduce garbage, try eating vegetarian/vegan etc."
1415,Moksha Yoga Etobicoke Inc,4fc68d3ae4b064a315b75e96,2012-05-30T21:12:26.000Z,It's Outreach week 4 the LYM challenge & we're collecting clothes 4 a crisis centre (www.conccommunity.org)! Plz donate anything you can! <3
1416,Moksha Yoga Etobicoke Inc,5125658ee4b0a5981b9a2c6a,2013-02-21T00:08:46.000Z,"Super convenient location, love the 8pm weekday class"
1417,Moksha Yoga Etobicoke Inc,53137ad911d292c465759b25,2014-03-02T18:39:21.000Z,They have great instructors .people are always friendly
1418,Moksha Yoga Etobicoke Inc,512bf7ffe4b008f7f0729342,2013-02-25T23:47:11.000Z,"Great instructors, nice clean & new studio."
1419,Moksha Yoga Etobicoke Inc,4f67f87de4b0c33987f4fa7d,2012-03-20T03:24:45.000Z,Jasmine's 630am Tuesday and Thursday Moksha Flow class is worth every second of rising with the sun.
1420,Moksha Yoga Etobicoke Inc,4f9b0da5e4b0de6266ea8bc7,2012-04-27T21:20:37.000Z,Have you signed up for the Living Your Moneys challenge starting May 1st!? Sign up now at www.livingyourmoksha.ca #LYM12 #yoga #hotyoga
1421,Fit4Less,58cc98db0acb6a03223765b2,2017-03-18T02:18:03.000Z,One of the better Fit4less facility. Spacious and a lot more locker rooms!
1422,Fit4Less,54efd684498e7bd5bd3a7a42,2015-02-27T02:29:24.000Z,New machines.
1423,Xtreme Couture,57e45a03498e929290eede93,2016-09-22T22:24:03.000Z,"This is a phenomenal facility for Fitness, MMA, Yoga and Classes. It's a gym for the hardcore training enthusiast who's looking to make their fitness goals a reality"
1424,Xtreme Couture,51510fdee4b0be6436a02228,2013-03-26T03:02:54.000Z,"Love this place, only here for mma! Great trainers, great experience, just don't be afraid to ask questions!"
1425,Xtreme Couture,535289b8498ed12fd0bee9ab,2014-04-19T14:35:36.000Z,"The usual male crap...they never put any of their weights back and are notorious for assuming that you're ""done""&jumping on your equipment. ..grrr.."
1426,Xtreme Couture,4fa53950e4b02443367da066,2012-05-05T14:29:36.000Z,Luv this place. Great trainers. Excellent equipment. Tons of equipment and super friendly!
1427,Xtreme Couture,53a96815498e88a101a13545,2014-06-24T11:59:17.000Z,The first time since I started going there a trainer gave me a tip on a piece of equipment ..... thanks
1428,Xtreme Couture,52d3f08b498e13ee04328f95,2014-01-13T13:56:27.000Z,Spin bikes need some fixing up. Gym needs to spend some cash on getting the bikes up to working order.
1429,Xtreme Couture,4eb16ce577c89bf55f6c5abd,2011-11-02T16:16:37.000Z,People who work here are so friendly. No attitudes. Great people.
1430,Xtreme Couture,4f663be8e4b03be104be3e7b,2012-03-18T19:47:52.000Z,Best gym in the GTA
1431,Xtreme Couture,51f56300498ebe92e121e0c3,2013-07-28T18:29:20.000Z,Kettlebell classes with Tony rock.
1432,Xtreme Couture,51a3e23b498e38ca0e29a3a4,2013-05-27T22:46:19.000Z,Change rooms are kind of gross and are in need of a good cleaning.
1433,Kingsway Boxing Club,4eb04b847beb08c1a6305cbe,2011-11-01T19:41:56.000Z,"Offering a wide variety of classes and memberships at ""fighting his way up from the boxcars"" prices, this little spot has become one of our favorite places in town to take a punch."
1434,Kingsway Boxing Club,5106e13ce4b03a52ca3192a4,2013-01-28T20:36:12.000Z,"THE BOXING GYM | 22-B Jutland Rd. is one of two Kingsway Boxing locations, fully equipped with exercise equipment, Olympic boxing ring and shower facilities for info and schedules http://bit.ly/VMkz08"
1435,Kingsway Boxing Club,51030805e4b01dd7ee637e6a,2013-01-25T22:32:37.000Z,Get in for the all new 1 day FightCamp  http://kingswayboxingclub.com/programs/fight-camp/enroll-for-fight-camp/
1436,Kingsway Boxing Club,4e8a1c6f46908129c93293c8,2011-10-03T20:34:55.000Z,Get in for your free lesson
1437,Kingsway Boxing Club,4c915fee4c19ef3b668d84e1,2010-09-16T00:08:14.000Z,Take FightCamp!!!!!
1438,Kingsway Boxing Club,4c8e9f26d2aea093a0e3cf69,2010-09-13T22:01:10.000Z,Do one on ones
1439,Torque Barbell,55bab3fd498ef33d5c5bae97,2015-07-30T23:32:13.000Z,Visit www.torquebarbell.com for more info. Visit us today! Your first workout is free.
1440,Torque Barbell,51f1644a498e34f25023aa49,2013-07-25T17:45:46.000Z,Trainer are awesome!
1452,Body Buster Fitness - Central Etobicoke Fitness Bootcamp,542b3578498ec6306fb6a8f1,2014-09-30T22:58:00.000Z,#etobicokebootcamp evening classes are on. Everyone working hard. Way to go @bodybuster
1453,Body Buster Fitness - Central Etobicoke Fitness Bootcamp,53c6bc55498ec65727f22ccb,2014-07-16T17:54:29.000Z,Wicked Fitness Workouts. Lots of results!
1454,Body Buster Fitness - Central Etobicoke Fitness Bootcamp,5422219d498ecd22d72885c8,2014-09-24T01:42:53.000Z,Wicked Body Buster Fitness classes tonight
1455,Sam's Gym,5e48706c98f31d000651cea9,2020-02-15T22:27:56.000Z,Everything
1456,Body Buster Fitness - Etobicoke Central Bootcamp,53f3250b498efea23e880f56,2014-08-19T10:20:59.000Z,#etobicokecentral #etobicokebootcamps join us every week for a great workout!
1457,Body Buster Fitness - Etobicoke Central Bootcamp,53f325b5498eb7a77ab41453,2014-08-19T10:23:49.000Z,Men & Women of all levels welcome. The motivation of wor joking out in a group.
1458,Body Buster Fitness - Etobicoke Central Bootcamp,53f32327498eb7a77ab3f39e,2014-08-19T10:12:55.000Z,Great morning workouts in #Etobicoke Central. Come and join us for a Body Buster Fitness Bootcamp program.
1459,GoodLife Fitness,4f4af967e4b0b1e3526bef74,2012-02-27T03:32:55.000Z,Work those abs
1460,OTC Toronto islington avenue,577a7d7a498ed8a2d3d4f0e5,2016-07-04T15:15:06.000Z,Awesome butt kicking trainers at OTC!
1461,Commerce West Wellness Centre,4f23206ee4b08842e2ac437d,2012-01-27T22:08:46.000Z,Clean machines BEFORE you use them. So many sweaty ppl don't clean them when they're done. It's gross.
1465,Sunburst Yoga & Fitness Enterprises Inc,563a83c1cd10d54e86be09b3,2015-11-04T22:16:33.000Z,"studio opening nov 17, 2015   1st class $10.00 +hst  thereafter $17.00 +hst"
1468,Revolution MFitness Inc.MA,5302227c11d24ed482354aa3,2014-02-17T14:53:48.000Z,"Even if you have been to other gyms and have engaged in programs like MMA, Boxing, Kickboxing and Brazilian Jiu Jitsu, you need to engage us so that you can develop your passion and skills."
1470,GoodLife Fitness,4f896572e4b05ae888c2d1fc,2012-04-14T11:54:26.000Z,"Not the biggest club ever, but it has what I need and has good staff. Diane G. is a great trainer and friendly to all. The classes are really well attended so be prepared to come early."
1471,GoodLife Fitness,51850cde498e0b2630362ff3,2013-05-04T13:27:58.000Z,"You have to sign up for any class 15 mins before it starts....for Zumba's Monday and Thurs class, people are there extra early so you spend a lot of time lining up instead of working out. It sucks!"
1472,Metro Hall Farmers Market,50365c24e4b0848436903897,2012-08-23T16:36:52.000Z,Bring a parasol if buying lunch on a hot sunny day. Lineups can be long and there's no shade.
1473,Metro Hall Farmers Market,5203da34498e05270fb6e745,2013-08-08T17:49:40.000Z,Crepes deal $10 for two! One savory one desert!
1474,Metro Hall Farmers Market,4c6441d086ea76b00ddb0cbb,2010-08-12T18:47:44.000Z,The burgers are pretty good. Go early or late to avoid the ridiculous line. My favourite: cheeseburger w/ lots of caramelized onions.
1475,Metro Hall Farmers Market,4f4ba62fe4b0922ac8905520,2012-02-27T15:50:07.000Z,Can't wait to see all our great customers when we return in the spring!!!
1476,Metro Hall Farmers Market,4e5be6374542034af6429ce8,2011-08-29T19:19:19.000Z,Peameal bacon on a bun. Double it up for $1 more.
1477,Metro Hall Farmers Market,4e5f9e3e8877f0d84af57452,2011-09-01T15:01:18.000Z,Amazing apple cider at Andrew's Scenic Acres!
1478,Metro Hall Farmers Market,4de7cf13887710a065c08a3b,2011-06-02T17:57:39.000Z,Stuff is kinda over prided.
1479,Fitness 365,621d77b358e89b01f4c61867,2022-03-01T01:32:35.000Z,I would not recommend this gym to anyone they are scammers they're robbing people of their money. I would not recommend it to anyone especially women. (if I wanted Netflix I would've paid for Netflix)
1480,Fitness 365,53852fc8498e273e744900bd,2014-05-28T00:37:28.000Z,"Just had my complementary class with Robert , he was great!  he truly knows his stuff also  understood perfectly what I would like to achieve ! Ask for him for your training"
1481,Fitness 365,4d72750cff6ba35dac6f6e8a,2011-03-05T17:38:20.000Z,"Shout out to mike, best trainer in that place !"
1482,Fitness 365,4c5de9edd25320a1347bc77a,2010-08-07T23:19:09.000Z,Greatest gym in the city
1483,Fitness 365,4b462bf970c603bbc15590b4,2010-01-07T18:46:17.000Z,Best gym in Toronto!
1487,Ultimate Wellness Svc,523b2a8a11d21e706cd82ba6,2013-09-19T16:47:06.000Z,Great service for care attendant assistance!
1488,Pursuit OCR,6614a89439205f0ed1c5ea91,2024-04-09T02:31:48.000Z,The adult playground of your dreams
1489,Battle Arts Academy,5277f36d498ec7bb50507d6c,2013-11-04T19:20:13.000Z,Whether you're trying to get fit or fine-tune some martial arts skills this is the place to be. I can only liken it to a playground for adults. Enjoy!
1490,Battle Arts Academy,5596ae1f498e1a4e4b03bbc8,2015-07-03T15:45:35.000Z,The Milan Miracle is an amazing man. Bringing WWE and other forms of fitness to youth!!! Awesome vibe!!!
1491,Fuel Fitness Clubs,5064fdf0e4b0606264404675,2012-09-28T01:31:28.000Z,Sharon is an all round amazing trainer. She will push in all her classes. Spinning is especially high intensity as well as her group training. Power yoga is equally as intense and gratifying.
1492,Fuel Fitness Clubs,4c72f816d944224bf42b0e29,2010-08-23T22:37:10.000Z,Awesome card box class with Marc!!!
1493,Lakeside Ballroom,55c2c9bb498e3830ab53dfaa,2015-08-06T02:43:07.000Z,This place is really great when it comes to teaching different type of dances! Sonya and Jose brings you the perfect atmosphere you  would like if you were looking to learn Salsa perhaps!  Wednesday!
1494,Square One CrossFit,4d7fccc0cd09224b68286330,2011-03-15T20:32:00.000Z,New beginner program starting in early April! $60 for six sessions (2 weeks) going through all the key movements and lifts!! No excuses newbies!! :D
1495,Square One CrossFit,4d5c6e1fff226a3164377769,2011-02-17T00:38:55.000Z,Great Crossfit coaches and people!
1496,Mobility Moves,50d1c285e4b0dda2f64e2004,2012-12-19T13:35:01.000Z,New bikes for spin! Awesome! And the rope climb machine is great and different too.
1497,Goodlife Fitness,52afb186498ee8be21772634,2013-12-17T02:05:58.000Z,"Great atmosphere, new equipments, and of course AWESOME music!"
1498,Goodlife Fitness,4f1bb5fae4b0288a0364002a,2012-01-22T07:08:42.000Z,Try not to look at the TV's as they constantly play the Food Network while you're working out. That's quite cruel.
1499,Goodlife Fitness,517c5a1ce4b0c2c01a857238,2013-04-27T23:07:08.000Z,Join up using a family membership plan save $25 month
1500,Goodlife Fitness,4fa8a741e4b08ab44fa3f816,2012-05-08T04:55:29.000Z,Classes room accessible overnight with fans keeps you  cool
1501,Goodlife Fitness,4fcd57e2e4b0d498820032ea,2012-06-05T00:50:42.000Z,Oweeeeeeee
1502,Goodlife Fitness,4b609b7170c603bb0ff390b4,2010-01-27T20:00:49.000Z,The massage chairs are amazing
1503,Goodlife Fitness,5dd83e4380c3bf00066a51e4,2019-11-22T20:00:03.000Z,Worst customer service and unhelpful staff and I do not recommend this branch to any one !
1504,Goodlife Fitness,4cf4918f7e93f04dc13d5e69,2010-11-30T05:54:23.000Z,Not a bad gym. Dumb bells only go up to 100lbs
1505,Goodlife Fitness,549f9b81498ef9273ce2492c,2014-12-28T05:56:17.000Z,Terrible customer service from Julio. Will not recommend.
1506,Goodlife Fitness,4c2aa6ee2219c928907da348,2010-06-30T02:07:42.000Z,Woodbine/steeles
1507,Goodlife Fitness,5032f7c7e4b07a58302db631,2012-08-21T02:51:51.000Z,"Try the group classes or the cycling classes, don't be scared, they are amazing."
1508,Goodlife Fitness,52c55f3411d21dea25f39b78,2014-01-02T12:44:36.000Z,"Dumbbells go up to 100.  No towel service as of jan. 2, 2014.  Great place for the person on the go."
1509,Goodlife Fitness,5913c8b2fdb9a77a60324f96,2017-05-11T02:13:06.000Z,Jazzer is an awesome bodypump instructor.
1510,Goodlife Fitness,51ae345c498e24e628a8f2f3,2013-06-04T18:39:24.000Z,it's not too busy here.  Your workout gets done on time
1511,Goodlife Fitness,4f596408e4b09c8f90645177,2012-03-09T01:59:36.000Z,There is no towel service here. Don't forget to bring your own.
1512,Goodlife Fitness,5938a92dc0cacb7c7168efa5,2017-06-08T01:32:29.000Z,Dont go to the Goodlife at 105 Gordon Baker Rd. Got my gold necklace stolen today from my bag and it turns out that there has been several thefts that occurred there.
1513,Goodlife Fitness,50e2f735498edccafbc07015,2013-01-01T14:48:21.000Z,For a membership ask for Alieu!
1514,Goodlife Fitness,50f695cee4b0b52027d7ab54,2013-01-16T11:58:06.000Z,"Worst Goodlife in the city. Apparently I interrupted the employee at the entrance from texting to ask for a towel. He says there's ""NO"" towel service at this location :S NEVER AGAIN"
1515,Goodlife Fitness,518fbf11e4b056cdf1bae44e,2013-05-12T16:10:57.000Z,Ignore Papa P
1516,Goodlife Fitness,4c89691b1eafb1f7ae557135,2010-09-09T23:09:15.000Z,Charles the man go see him for a membership
1517,Wonder 4 Fitness,5f1b1fffdfdc706c84ea5191,2020-07-24T17:53:03.000Z,Awesome facilities are all brand new! The professional owner and trainers here are very friendly and also strict (only for the training for sure lol). Top of the line in the area! Highly recommend!
1518,Lansing Square Fitness Centre,5d01299dad910e00392f230d,2019-06-12T16:34:37.000Z,Good. Need another six characters.
1519,North York YMCA,59bef93d1ffed76478c870e5,2017-09-17T22:37:49.000Z,There are other Y Centers that are better. The Customer Service needs improving. This location does have an amazing Karate Program. Which is the only good thing at this Location.
1520,North York YMCA,521bbed411d237543c40be56,2013-08-26T20:47:16.000Z,Speak to acting general manager about any issues - they are experienced and resolve fast
1521,North York YMCA,518e3a60498e128665e16ca4,2013-05-11T12:32:32.000Z,Opens 24 hours. Locker and shower closed 1:30 - 3:00 am.
1522,North York YMCA,53e54e98498eaddd708ef7c7,2014-08-08T22:26:32.000Z,Rude staff. Had vip membership. They emptied my locker without notice and sold the content. Told me it was my fault for not checking in for some time . Didn't matter I always paid my monthly on time.
1523,North York YMCA,512eedebe4b0a1e8dfc470e6,2013-02-28T05:40:59.000Z,has anybody had a problem with pre authorized payments
1524,North York YMCA,4c0814776071a5936bb1db32,2010-06-03T20:45:43.000Z,Make sure you keep careful watch of what you put where. It could quickly get stolen and/or misplaced.
1525,North York YMCA,507d52f1e4b0a74b93223de8,2012-10-16T12:28:33.000Z,Don't bother going between 7-10 pm if you want to use freeweights
1526,North York YMCA,4c0124e270c603bb1b799db4,2010-05-29T14:29:54.000Z,Always use a Top notch security lock. My friend just lost $1000 in posessions and he was even using an OK lock.
1527,North York YMCA,4eceef1ecc219860f5bae11f,2011-11-25T01:27:58.000Z,Crowded as hell. Better off at Scarborough. Not too bad. They'll let you work in with them.
1528,North York YMCA,4c15fee5a1010f4767c64e18,2010-06-14T10:05:25.000Z,"Very disrespectful staff, I asked them to lower the rims in the gym over 30 mins ago and nothing has happened.. They need to smarten up!"
1529,The Empire,51744406e4b0f71f773920e5,2013-04-21T19:54:46.000Z,"Buzzer for concierge is very hard to find, next to the 1st pole behind a large shrub. Visitors Parking is on first  floor."
1530,The Empire,4c5055bc371520a12d2726c1,2010-07-28T16:07:24.000Z,"Closed daily from 12pm - 1:30pm for cleaning, so plan your workouts accordingly!"
1531,The Empire,4cad11c82f08236adb3a9161,2010-10-07T00:18:16.000Z,"The gym is closed until October 12, 2010 due to vandalism."
1532,Logic Fitness,58c89ecd2eb979203b4d02fa,2017-03-15T01:54:21.000Z,Great professional personal training and pilates studio!
1533,Monkey King Club,5d20e28b681ae900231243ed,2019-07-06T18:03:55.000Z,fantastic fashion training here！
1534,Monkey King Club,5d20e2bc8479fb00239e4a32,2019-07-06T18:04:44.000Z,technogym brand
1535,Bikram Toronto,500aad7fe4b02a36e9e7bd2a,2012-07-21T13:24:15.000Z,New Owners. No website. New schedules. Number change to: 6475228144
1536,Bikram Toronto,50c8f54be4b023d185a58b13,2012-12-12T21:21:15.000Z,Stretchy time!
1537,Bikram Toronto,4b688f8370c603bb775e91b4,2010-02-02T20:48:03.000Z,"Hot yoga in North York, right by Bayview Subway Station. Yoga at 46 celcius!"
1538,Toronto Striking Academy,5acb028281635b74e113bd43,2018-04-09T06:04:50.000Z,"The attention to detail from coaching the new generation , to equipment, and cleanliness. We care about the entire package"
1539,Toronto Striking Academy,5acb7af1c9f907767d801302,2018-04-09T14:38:41.000Z,Amazing coaches and great facilities!! Highly recommend this gym!!!
1540,Moksha Yoga Thornhill Inc,57dca88e498e403238eca1fb,2016-09-17T02:21:02.000Z,"Love the atmosphere, everyone is so welcoming and there's parking!!!"
1541,Moksha Yoga Thornhill Inc,5089ceb1e4b0953c3fb37663,2012-10-25T23:43:45.000Z,There are 30 reserved spots for Moksha goers in the underground parking lot between the studio and Fitness Depot.
1542,Moksha Yoga Thornhill Inc,5085c148e4b022d4dd6887f7,2012-10-22T21:57:28.000Z,Its sister studio is Moksha Yoga North York near Yonge and Sheppard. Passes are interchangeable between the two studios.
1543,GoodLife Fitness,51b7aa78498e11b281e78ec2,2013-06-11T22:53:44.000Z,I found this branch much nicer than one in dufferin which is always pack. Just wonderin why most of their customers are asian. hmmp.
1544,GoodLife Fitness,525efca211d2c87a6edc89f6,2013-10-16T20:52:50.000Z,"Don't bring your valuables here, unless you keep them with you. There's a lot of theft in the men's locker room."
1545,GoodLife Fitness,51d5f9be498eea42a06d39ad,2013-07-04T22:39:58.000Z,Pavel is the best trainer!
1546,GoodLife Fitness,4fafd05ee4b0d39d5383a08b,2012-05-13T15:16:46.000Z,For some reason the members at this location seem to think they don't need to clean up after themselves.  Messy change rooms and equipment out of place throughout.
1547,GoodLife Fitness,4f7a69f0e4b0747c655f289b,2012-04-03T03:09:36.000Z,People here do not seem to believe in wiping the machines when they are finished using them. That's so wrong and unhygienic.
1548,GoodLife Fitness,4e0b8eb952b1fe83d54e5e46,2011-06-29T20:44:41.000Z,This club has Hot Yoga - AMAZING!!!
1549,GoodLife Fitness,4dfd79df091aaaba729e9b84,2011-06-19T04:23:59.000Z,You gotta do YogaFit SWEAT every Tuesday at 6!
1550,GoodLife Fitness,4ef4ff01d3e32dc39a56a1fb,2011-12-23T22:21:53.000Z,Zumba babe... Cannot go wrong ;0)
1551,GoodLife Fitness,5e66967a2e5ae10006df1a23,2020-03-09T19:18:18.000Z,سلام خوبین
1552,John Howardson Dance Co,59dbb95f0531e83d9e47058c,2017-10-09T18:01:03.000Z,John is an excellent dance coach with lots of knowledge and expertise. I have also dealt with John on the business side and I have all good things to say. I recommend him highly.
1553,Symphony Square Gym,51126b0be4b08d8771abb138,2013-02-06T14:39:07.000Z,more like a workout closet :/
1554,Moksha Yoga North York,560d84a9498e4f60de7d1367,2015-10-01T19:08:25.000Z,Moksha flow is a good class for someone looking for a variation to the regular classes without doing handstands.
1555,Moksha Yoga North York,54a9c55e498e71a1c9cdf71f,2015-01-04T22:57:34.000Z,Moksha yoga and music classes are packed with people - clearly a popular choice for yoga enthusiasts in the area.
1556,Moksha Yoga North York,537a73ac11d292bbe0531c2e,2014-05-19T21:12:12.000Z,Best instructor award goes to Sara! She even sings to sooth you into relaxation at the end! Amazing
1557,Moksha Yoga North York,4fc45332e4b0093f0b091b7a,2012-05-29T04:40:18.000Z,I wish I lived closer! I love this studio. Check out their Moksha / Yin class with live music
1558,Moksha Yoga North York,4e2a0145d4c0e5c89ab4a11f,2011-07-22T23:01:25.000Z,Pre-register online at mokshayoganorthyork.com to secure a spot during busy evening classes!
1559,Moksha Yoga North York,509f1b37e4b0ca91fb6b372e,2012-11-11T03:27:51.000Z,Jessie is hands-down my favourite instructor.
1560,Moksha Yoga North York,4e6506627d8b85408ac40625,2011-09-05T17:26:58.000Z,Their Power Flow class is great.
1561,LA Fitness,5c809e46e0c0c9003964673f,2019-03-07T04:29:58.000Z,"New location with new equipment! The gym and locker rooms are huge and it’s so clean. This location has HIIT and hot yoga class as well, which is not available in other locations in Toronto."
1562,LA Fitness,5c9c3beee96d0c002c51f841,2019-03-28T03:13:50.000Z,"In the evening, it starts to die down around 9pm so it isn’t so crowded and more machines are available"
1563,LA Fitness,5dbc2e7a2a1be30007fc592c,2019-11-01T13:09:14.000Z,"Not too busy, other than that the standard LA Fitness experience. Great if you're a subway person, or want to go shopping at Longos after your workout."
1564,LA Fitness,5e6e93b0f3831b0007a131eb,2020-03-15T20:44:32.000Z,The worst management ever! Not suggested at all.
1574,Ultima Gym,5122542de4b0320fada77611,2013-02-18T16:17:49.000Z,You need to be a condo resident to work out here
1575,Ultima Gym,4e66a01b1f6ecb18d9f769d8,2011-09-06T22:35:07.000Z,Both of south and north tower have a gym each
1576,Dantitude dance 尚·舞艺,59769b0c780eee64d8bb326a,2017-07-25T01:12:44.000Z,The size of the studio is amazing!
1577,Russian Classical Ballet Academy,4fbbc475e4b0c54e94cc6c18,2012-05-22T16:53:09.000Z,This is the ballet school in Toronto.
1578,Russian Classical Ballet Academy,4fbbc43de4b07ee6e83a3ad4,2012-05-22T16:52:13.000Z,To see more information go to www.balletrus.com
1579,GoodLife Fitness North York York Mills Centre,56d74b23498e104fd560a4ae,2016-03-02T20:20:51.000Z,All new equipment with some pretty innovative stuff
1580,GoodLife Fitness North York York Mills Centre,56da2ee8498e7f2a2fdb82a4,2016-03-05T00:57:12.000Z,Open 24/7 and brand new centre!!
1605,Adelaide Club,4e88d4d2e5e8c6e82d06ac07,2011-10-02T21:17:06.000Z,Love training with Kyle Caissie
1606,LA Fitness,58743db8d25ded6a666d6b09,2017-01-10T01:49:44.000Z,"Large, lots of machines and weights, pool, sauna. Helpful staff."
1607,LA Fitness,58bdd0d0f7f8dd2da7bfdd5a,2017-03-06T21:12:48.000Z,Treating myself to one of On the Run's excellent #protein shakes after a 'sketchy' workout. #fitness
1608,LA Fitness,4c9e554b03133704f1f367d5,2010-09-25T20:02:19.000Z,"Really cool gym with full size basketball crt, pool, squash, endless cardio machines and lots of weights. This place is huge, clean and very new."
1609,LA Fitness,4ca8f671ae1eef3b1dad3247,2010-10-03T21:32:33.000Z,"Good value for your money, tons of equipments and even a pool, makes this gym unbeatable! Staff is also very helpful! Go and check it out!"
1610,LA Fitness,4d88069eb799a35df2c87a63,2011-03-22T02:17:02.000Z,Nice people and great facilities including squash and ball leagues. Still waiting for the volleyball league though so make sure to ask about it because it's based on popularity.
1611,LA Fitness,50a2d260e4b0b35f4fabc2d8,2012-11-13T23:06:08.000Z,"Great facility, gets crowed but there's a wide variety of machines.... Love the sauna and the basketball court"
1612,LA Fitness,533ec020498ec9e6279df7d3,2014-04-04T14:22:24.000Z,"Don't be a dickhead, park your car in the designated lot. Don't make your own parking and cause traffic."
1613,LA Fitness,4f44b1e5e4b03d0682c113d3,2012-02-22T09:14:13.000Z,"Bigger gym, new machines, gets packed after 6pm and the basketball court is clutch."
1614,LA Fitness,515d9214e4b0939f36b37a38,2013-04-04T14:45:40.000Z,Try to go earlier in the day.  Gets too rowdy at night.
1615,LA Fitness,4cdffb4c825e721e0ec67345,2010-11-14T15:07:56.000Z,"Try the Thursday or Sunday spin class. Alan is a great instructor, really gets the room moving."
1628,Fitness Connection,524f358c498e9e2eae246912,2013-10-04T21:39:24.000Z,High ceiling is the top reason to join this gym
1629,Fitness Connection,4d1bcb6ac50e6ea87c70cdb8,2010-12-29T23:59:38.000Z,Great gym. Reasonably priced. Nice facilities (but no pool).
1630,Fitness Connection,4e961496b803f7b4a4b72035,2011-10-12T22:28:38.000Z,Great gym for the price.
1631,Fitness Connection,51a7bfc1498e4a004875c896,2013-05-30T21:08:17.000Z,Global TV was here filming the gym woohoo check it out at 530pm
1632,Fitness Connection,530153f6498e76f09294a220,2014-02-17T00:12:38.000Z,Boxing ring
1633,GoodLife Fitness North York Ferrand and Rochefort,4f43c707e4b05efae89a0b38,2012-02-21T16:32:07.000Z,Free parking and great facility. The view from the cardio room is quite nice!
1634,GoodLife Fitness North York Ferrand and Rochefort,5086448c498e541ff53e1be9,2012-10-23T07:17:32.000Z,Heavenly perogies...S/o to the GoodLife restaurant.
